id,subject_name,percentage_result,centile_result,weight,student
552,Foreign Language,77,35,0.6993972773912684,96236840155
553,Biology,96,23,0.5623797706157947,75872165355
554,Foreign Language,77,0,0.3019965377734901,75872165355
555,Mathematics,21,38,0.42032845958429255,75872165355
556,History,2,42,0.6806770841924543,14006280047
557,Foreign Language,28,28,0.3772516387823034,14006280047
558,Mathematics,16,65,0.639732879541575,14006280047
559,Physics,100,39,0.2440244152389286,43389732836
560,Informatics,30,58,0.7110412899399158,43389732836
561,Geography,98,49,0.9725552208366256,43389732836
562,Foreign Language,3,55,0.7677653177175933,26990681804
563,Biology,11,14,0.05459321930301397,26990681804
564,Chemistry,33,100,0.8992846477626333,26990681804
565,Geography,38,78,0.4785377340357212,68983384753
566,Other,59,9,0.5444624659406617,68983384753
567,Mathematics,75,13,0.8548312745462013,68983384753
568,Foreign Language,2,56,0.15216071903194162,85932367255
569,Mathematics,44,63,0.0871100829811211,85932367255
570,Biology,33,52,0.8137616140126355,85932367255
571,Mathematics,3,45,0.1518244360198372,15773839362
572,Informatics,20,19,0.37320938713751883,15773839362
573,History,96,48,0.573428723691298,15773839362
574,Foreign Language,55,12,0.6662620587297196,77752705056
575,Mathematics,19,3,0.3235785141016476,77752705056
576,Physics,33,63,0.1040332080123707,77752705056
577,Mathematics,45,23,0.1683137058202776,40621938346
578,Informatics,26,23,0.05348560590741358,40621938346
579,Polish,24,96,0.6918113803510959,40621938346
580,Foreign Language,13,5,0.7782733801287782,82413406964
581,Geography,27,25,0.961445374465074,82413406964
582,Chemistry,54,6,0.6265922144571342,82413406964
583,Physics,81,16,0.3396506172846584,57343715478
584,Foreign Language,63,49,0.48526415228204456,57343715478
585,Mathematics,34,67,0.2643722015950597,57343715478
586,Mathematics,91,29,0.9774854093639564,26450040582
587,Foreign Language,42,88,0.3851410185292887,26450040582
588,Informatics,69,58,0.8806637055018085,26450040582
589,Physics,18,87,0.2967575935069814,26550148575
590,Foreign Language,62,54,0.22053436707148077,26550148575
591,Geography,44,98,0.8333528273125601,26550148575
592,Foreign Language,21,13,0.1430417650568392,40832005671
593,Mathematics,17,69,0.6334699806213674,40832005671
594,Geography,60,36,0.01901281879837402,40832005671
595,Geography,58,48,0.2168420372992118,82147214041
596,Mathematics,8,73,0.22662683794689753,82147214041
597,Foreign Language,86,47,0.8152406061411759,82147214041
598,Foreign Language,45,40,0.5518908573890459,21361721770
599,Polish,6,71,0.7824929669974663,21361721770
600,Mathematics,96,84,0.6553356183013035,21361721770
601,Mathematics,38,58,0.48941011309843974,17093256138
602,Chemistry,72,52,0.5595624931494657,17093256138
603,Foreign Language,41,71,0.2274234794207174,17093256138
604,Foreign Language,2,53,0.9210087395108884,57764414326
605,Biology,43,14,0.71168965166985,57764414326
606,Mathematics,15,6,0.265101048980266,57764414326
607,Chemistry,89,67,0.6745944445112002,57689554954
608,Foreign Language,0,35,0.08917523175794073,57689554954
609,Mathematics,6,65,0.38693676349955675,57689554954
610,Foreign Language,48,40,0.8394309907059909,58167122730
611,Informatics,42,5,0.04463737719855021,58167122730
612,Physics,97,36,0.6010228561335512,58167122730
613,Chemistry,31,0,0.9132015271004563,46994795785
614,Physics,24,61,0.3136840784021214,46994795785
615,Mathematics,61,81,0.9705490626199265,46994795785
616,Polish,64,79,0.6732905749017494,34440033145
617,Mathematics,89,30,0.6818865228587773,34440033145
618,Biology,43,36,0.056529949770723564,34440033145
619,Foreign Language,42,63,0.9095417885613302,25259347055
620,Mathematics,94,25,0.8898322648032609,25259347055
621,Informatics,35,8,0.24438174864362072,25259347055
622,Biology,60,27,0.8699694195530807,52733754462
623,Polish,63,44,0.11921841680406631,52733754462
624,Foreign Language,4,92,0.1771599569370217,52733754462
625,Chemistry,62,26,0.07353298147132481,90779793504
626,Mathematics,100,30,0.2480597788067347,90779793504
627,Foreign Language,72,59,0.1729245590615276,90779793504
628,Foreign Language,25,70,0.8114437858066617,88692661055
629,Mathematics,68,90,0.26499040733539303,88692661055
630,History,40,45,0.9612982809340352,88692661055
631,Mathematics,60,98,0.45318124066974574,78764424004
632,Biology,98,31,0.05152133588325758,78764424004
633,Foreign Language,18,64,0.29375566854409163,78764424004
634,Foreign Language,9,87,0.8004938302253004,63219168473
635,Mathematics,23,93,0.1144622628949935,63219168473
636,Physics,99,85,0.4788538637030004,63219168473
637,Polish,48,21,0.3825869364371348,46914434764
638,Foreign Language,44,40,0.16932365496856794,46914434764
639,Mathematics,70,78,0.8596132030902031,46914434764
640,Mathematics,39,53,0.3973572824813658,24384985056
641,Chemistry,59,5,0.02171307689775437,24384985056
642,Foreign Language,13,4,0.3446491258517794,24384985056
643,Mathematics,86,92,0.12914428110470333,59535643806
644,Physics,58,5,0.8246409098603779,59535643806
645,Geography,13,18,0.3085744847912092,59535643806
646,Other,88,19,0.2271674070247799,31446930170
647,Foreign Language,92,66,0.3855018634529669,31446930170
648,History,78,53,0.7739256488063787,31446930170
649,Mathematics,20,71,0.0780072084168727,99274839696
650,Informatics,88,28,0.5851096715729973,99274839696
651,Biology,14,24,0.7816409691667883,99274839696
652,Mathematics,85,6,0.028154533161005246,20655526481
653,Biology,52,7,0.12267040789533501,20655526481
654,Chemistry,90,36,0.3089399344993796,20655526481
655,Mathematics,5,89,0.3633801358513923,11161535816
656,Informatics,49,61,0.3337813227755442,11161535816
657,Physics,27,75,0.5360055311945484,11161535816
658,Foreign Language,32,90,0.17524912286857863,80046871952
659,Physics,100,35,0.3667352840163387,80046871952
660,Mathematics,21,85,0.5485759281029033,80046871952
661,Mathematics,27,94,0.6059221683807375,32061254057
662,Biology,58,39,0.30237574767257713,32061254057
663,Foreign Language,27,66,0.4599672403799018,32061254057
664,Foreign Language,19,31,0.6872632630369103,62148448707
665,Mathematics,14,65,0.7507911032770648,62148448707
666,Informatics,24,38,0.9516842688028838,62148448707
667,Foreign Language,28,38,0.3743167630195029,44610592212
668,Mathematics,85,46,0.03442277778630287,44610592212
669,Polish,73,61,0.4972921186304571,44610592212
670,Foreign Language,19,41,0.8022940432399802,24405414638
671,Mathematics,71,44,0.6822589120824202,24405414638
672,Polish,88,9,0.05593742167333471,24405414638
673,Polish,94,93,0.39764271530532735,57218425311
674,Mathematics,54,96,0.2094513940042788,57218425311
675,Foreign Language,44,49,0.7084109171215989,57218425311
676,Mathematics,79,62,0.9631957335470405,31588964118
677,Foreign Language,36,3,0.48188013046081213,31588964118
678,Polish,66,84,0.4025219602201999,31588964118
679,Foreign Language,27,56,0.04878104722953347,87942967926
680,Physics,85,53,0.07370347379101871,87942967926
681,Mathematics,17,74,0.8113497112569302,87942967926
682,Chemistry,78,21,0.5394621037896792,34635871511
683,Geography,52,53,0.056892109213773856,34635871511
684,Mathematics,34,62,0.2695651701523213,34635871511
685,Chemistry,40,94,0.7143957779077081,25055145099
686,Mathematics,55,52,0.42981538249741824,25055145099
687,Foreign Language,4,78,0.8201436203872264,25055145099
688,Polish,18,98,0.8696938894968339,69992028506
689,Physics,20,77,0.749211490474167,69992028506
690,Foreign Language,67,65,0.26616245221294355,69992028506
691,Informatics,76,66,0.5160358912289259,42872886702
692,Mathematics,85,81,0.5192630669343669,42872886702
693,Chemistry,13,95,0.599218970040097,42872886702
694,Chemistry,41,67,0.6069718629181203,65566149718
695,Foreign Language,21,63,0.8143141114246477,65566149718
696,Polish,5,4,0.22059204545366473,65566149718
697,Foreign Language,83,93,0.5879053123216419,54892219517
698,Mathematics,100,97,0.22355655496168858,54892219517
699,Physics,56,90,0.35528168721083775,54892219517
700,Foreign Language,18,19,0.8960639699176625,38331063391
701,Chemistry,41,2,0.4282113503219839,38331063391
702,Mathematics,1,95,0.06021985388564943,38331063391
703,Polish,72,70,0.4562103115738114,56283015309
704,Mathematics,18,67,0.9780187805517482,56283015309
705,Foreign Language,5,85,0.20953444299740076,56283015309
706,Informatics,57,90,0.42853235970455095,84151935955
707,Chemistry,53,9,0.3870640581938559,84151935955
708,Foreign Language,92,85,0.23954431324917935,84151935955
709,Geography,25,23,0.20905292154612587,67264574081
710,Foreign Language,2,57,0.39965459878060705,67264574081
711,Mathematics,66,55,0.7663199900316124,67264574081
712,Mathematics,80,45,0.7736717769900909,49118399473
713,Foreign Language,19,73,0.9047650679495371,49118399473
714,Biology,89,0,0.5497415447435923,49118399473
715,Mathematics,32,81,0.3396373209577269,73946042424
716,Foreign Language,38,89,0.17291239147721504,73946042424
717,Chemistry,61,57,0.4373103637041703,73946042424
718,Mathematics,1,70,0.45066371876188616,59174626915
719,Foreign Language,28,62,0.10142414166852964,59174626915
720,Polish,71,45,0.3996362044112547,59174626915
721,Foreign Language,18,67,0.5216216389207152,44407154305
722,Mathematics,20,55,0.2837610812027406,44407154305
723,Biology,33,56,0.9598201158657113,44407154305
724,Foreign Language,44,63,0.471766423928358,85744539000
725,Physics,3,73,0.8201399651802294,85744539000
726,Mathematics,37,14,0.4303213908856658,85744539000
727,Informatics,41,38,0.7830678883604969,37070387799
728,Mathematics,74,93,0.5781278474967715,37070387799
729,Foreign Language,58,27,0.29911245266068087,37070387799
730,Foreign Language,51,66,0.6990189345845012,10198895373
731,Polish,53,44,0.9808248493706642,10198895373
732,Physics,51,77,0.9327013528302304,10198895373
733,Physics,78,44,0.6684913532323387,33821106510
734,Polish,40,56,0.044760316366341146,33821106510
735,History,93,48,0.23563694549705683,33821106510
736,Other,78,58,0.8912486642762718,48663118037
737,Mathematics,46,55,0.2682972490224873,48663118037
738,Foreign Language,11,51,0.9140429483942694,48663118037
739,Mathematics,51,16,0.9000853163517784,69496844518
740,Foreign Language,13,41,0.8847539049306378,69496844518
741,Polish,47,68,0.8825821160384757,69496844518
742,Geography,32,29,0.19771635952291222,97045004744
743,Foreign Language,93,23,0.811884311034568,97045004744
744,Informatics,22,45,0.18388201092215029,97045004744
745,Chemistry,9,35,0.2703540565213355,44298749434
746,Foreign Language,100,37,0.5348455966440356,44298749434
747,Polish,89,63,0.3672644658598857,44298749434
748,Biology,7,96,0.5923892848084418,22367281135
749,Mathematics,66,66,0.8825818357976345,22367281135
750,Foreign Language,74,29,0.2511583979240347,22367281135
751,Foreign Language,62,0,0.912270142268456,42065734078
752,Biology,57,41,0.48308739663495714,42065734078
753,Physics,57,56,0.45170350066498377,42065734078
754,Chemistry,58,27,0.020148191493808865,94304986023
755,Foreign Language,38,42,0.6236927733497578,94304986023
756,Informatics,8,17,0.24452227739363197,94304986023
757,Foreign Language,54,81,0.034737828422976125,41634198467
758,Informatics,94,81,0.19059533721351973,41634198467
759,Polish,68,63,0.09728824700582228,41634198467
760,Foreign Language,33,55,0.7674059366100522,80873930819
761,Mathematics,31,57,0.25274631618342003,80873930819
762,Chemistry,49,5,0.9451658240791966,80873930819
763,Mathematics,59,39,0.16108384272648457,35657672600
764,Polish,45,79,0.48679657473945226,35657672600
765,Chemistry,39,60,0.8329117049918433,35657672600
766,Geography,73,26,0.6676032474725221,39359499741
767,Biology,33,48,0.7943466445001531,39359499741
768,Mathematics,72,73,0.5560192913822155,39359499741
769,Chemistry,89,96,0.4361182738317474,79874867140
770,Mathematics,39,68,0.11007555422122228,79874867140
771,Foreign Language,44,97,0.7914680305770361,79874867140
772,Foreign Language,70,93,0.07262660703570656,35936778988
773,Mathematics,93,82,0.24452293438155726,35936778988
774,Chemistry,40,77,0.1292921962036787,35936778988
775,Mathematics,75,21,0.800824093135812,95488722559
776,Geography,92,97,0.8530586774293593,95488722559
777,Informatics,89,46,0.7617896390555052,95488722559
778,Mathematics,64,42,0.28548088080646217,77205959847
779,Foreign Language,78,82,0.9482608630146135,77205959847
780,Physics,46,81,0.6994176049656633,77205959847
781,Polish,61,39,0.5578316180050971,58166881000
782,Mathematics,8,50,0.2390284772315484,58166881000
783,Foreign Language,9,47,0.3652793662120507,58166881000
784,Mathematics,32,23,0.35384111788852024,32853542041
785,Polish,78,72,0.8974468758318627,32853542041
786,Foreign Language,27,34,0.870989680139505,32853542041
787,Biology,9,71,0.1339226026518553,82259657704
788,Foreign Language,65,81,0.02620051498693665,82259657704
789,Geography,29,19,0.10100000867213987,82259657704
790,Foreign Language,69,84,0.8754374687595352,51997387460
791,Mathematics,77,80,0.06304037472135526,51997387460
792,Chemistry,16,36,0.16604827610373185,51997387460
793,Mathematics,87,70,0.19250368431781295,38989337215
794,Foreign Language,80,92,0.43638336825968904,38989337215
795,Biology,50,85,0.9368853552403633,38989337215
796,Mathematics,79,67,0.24376597619958373,11784826232
797,Polish,100,76,0.5788623408825009,11784826232
798,Foreign Language,52,42,0.22461941294392884,11784826232
799,Foreign Language,73,59,0.11304053806145675,96104283866
800,Polish,97,9,0.20915105115802302,96104283866
801,Mathematics,69,76,0.3146385132881452,96104283866
802,Foreign Language,31,92,0.4030063728886817,63952696032
803,Mathematics,77,43,0.44856909470748874,63952696032
804,Polish,18,29,0.8290439054674075,63952696032
805,Mathematics,71,12,0.05746647940669869,20027912010
806,Foreign Language,95,60,0.5393708334623739,20027912010
807,Chemistry,44,58,0.5309278066226851,20027912010
808,Foreign Language,42,20,0.03085575701413934,42921263734
809,Biology,34,61,0.535717496602379,42921263734
810,Mathematics,2,90,0.5726452513571586,42921263734
811,Chemistry,75,90,0.33158853983938896,76369152648
812,Foreign Language,100,20,0.6926683771525746,76369152648
813,Physics,47,73,0.09083084564802835,76369152648
814,Mathematics,68,32,0.2911130472276171,17837704434
815,Foreign Language,95,40,0.8083528314834765,17837704434
816,Informatics,83,82,0.46028490126203625,17837704434
817,Foreign Language,70,93,0.7833440070438921,30082090471
818,Mathematics,22,39,0.6368398777587706,30082090471
819,Informatics,10,36,0.4947252092940373,30082090471
820,Informatics,42,78,0.2454851511323043,86480085775
821,Mathematics,94,42,0.01601910911767468,86480085775
822,Foreign Language,66,76,0.2754154068098169,86480085775
823,Foreign Language,79,81,0.015582898284746016,76081025012
824,Polish,53,100,0.830269318817886,76081025012
825,Geography,81,42,0.2979890294873,76081025012
826,Foreign Language,21,25,0.4558942639827367,67265988528
827,Physics,67,39,0.8545287725502643,67265988528
828,Mathematics,29,12,0.668568256683425,67265988528
829,Foreign Language,12,82,0.5590269144420306,16949232483
830,Physics,67,36,0.22405679826203972,16949232483
831,Mathematics,64,3,0.19619573741520113,16949232483
832,Foreign Language,45,96,0.3977230173638726,71907527057
833,Informatics,36,22,0.9536612434075252,71907527057
834,Chemistry,15,75,0.07844580840754856,71907527057
835,Polish,13,72,0.9474943391397997,42917373586
836,Foreign Language,3,77,0.32995871418851397,42917373586
837,Mathematics,14,76,0.3617512230961445,42917373586
838,Foreign Language,64,26,0.3574522828780966,11873030274
839,Mathematics,78,58,0.6192467846401244,11873030274
840,Biology,24,16,0.7548121538537367,11873030274
841,Physics,18,47,0.5056726946450792,54320462985
842,Geography,49,11,0.4104406313716137,54320462985
843,Informatics,5,58,0.5236635448706508,54320462985
844,Foreign Language,14,9,0.0797517355162054,90594320296
845,Polish,39,61,0.6687849099683343,90594320296
846,Mathematics,2,10,0.8236280415843406,90594320296
847,Mathematics,63,53,0.3170299549277077,70134345761
848,Foreign Language,8,99,0.9700367717762214,70134345761
849,Polish,88,82,0.8078973617014371,70134345761
850,Chemistry,39,41,0.6045209937468319,78632162064
851,Biology,100,16,0.880293527856316,78632162064
852,Mathematics,78,41,0.052956659171919274,78632162064
853,Physics,67,54,0.9834621765400234,94857203386
