id,field,level,short_description,student
30,Sport,provincial,DdGuRbmnBCoEJfNYqlmuSAtwYOFnRRYbPiKcwHUrOLjLvvPbWrRuwpUUgURNNplPgmRudOlhDXtwvJDdxVoKXqfyZMPUSxNWDmeZhiEJyUUwuNMewPaPfYyKjsVZAibBgCEiddhPAseVyEhYQyexXpcnFGbdDqFyNilXmEhawSlaudawTwlFPnNEbhccDjMtmyQBMKMhMLZPNtXjWarXPFRGCoTsviazbyClTkfMxkgFtebxzBRbxkzehONxWIWvrdnIViujYjNVgmvEMAcpBZxattKpKcoJvxysMQwKfYgDNBKYWErGaUuSaGOYfPfSxzJPVEyXzSDIXvgUnUKHKDJAEtOMJYTOrEmCzyZzdaopiHYfCTOJFUTBaAQkUKBgZeiMUMSwbGCMmAWeSuBErJGOrYAARBfpDdHlpmAsrGZSOdzHjNqyYUJmaWLKFKtaSfxTQiNVodneAQJSBiZpgQzXJrFZEYsPQCgDFmTUdpUysOlNLRuI,49908173667
31,Knowledge,district,TVxtGWkdEgDIVsBynHgzEIXOVEXBgFvKocdwdTLjCHppvFaXEZBGklKAEtbsKpzFlrdYIOLjeTaZDGkImNGQqYXHuSViUiztgJTJmxMzQVnSoCrEudpNQjJpfJPKDuYjzaDuROGTHvDmwNyaCfWIZFhWtLqDZsPuTZWfDAQacVGIgioeaqMGpsLeAkaulRVqLGXilVUAxhZmROPgPCUVKooRhZwMWFkPdigTkpQskOFeJtPCcTRSbqnboBwTlMMlmyDgnFHCYzKuDsMzFBFKISOaEZbivfUYSaMCdKKQeytEGRBRyCLYpwZDOnwaJowOhzkaXmEpgtMusVecpMWslygHaVRvAHUZcDAtHtLRPHyuXVszuPlSuFcoEFTQVoBfYFdyzZpSIRaJakqRZZuVyuTwNyVCRANTguoyOWYSAfJUhmAdlsFGnGMoFfQEKpavOJzskoTdTabFLgtTwIHXAvhSCLDAhzTAhRLeowKTNTiCSWacsDvi,20438337709
32,Knowledge,district,acdagnEqdHDHuZxCCmlZNRrPAziYzDawWKCGjGXEzrrxoTFABwHjehqxvWtSgWUtNIRFkGKLbcitOxlbrSpujcTsWLYyEZocNItjTsalNTdHEtgonAmbQqJFismZgmTmYiitficffFvlBtSooKsNaEkFsxXUImPiRfnEYWWPuqTXnJKApqOxDZcqxmVOThzIcVsKyZDyeCbumqIVivwoLLXTlJQfezAlamkcdDpShqmfMWjjcHrlJkbHAatYQmjoQceTHurjIaMgnamOcAHbOpQnWCRJNRyhTPsFdiVxssHPdMJNLveWehciQMjZNDxccYdIEGCeLbTwWReirafAUkIPptyHlOoVvDIopeNsfdOGdJCObtYeobQBdMYuAZyrOnFPDkhImwZajHKskkDDBZNmVwUbrqwILoBHpcrzRRbmHbxdAEpCxOSAoadbFpiUrPqUumsUaSboactsSNrCDZCRvZKumgzmhOVlLdJpyQglZRZBtqRO,89550430747
33,Knowledge,national,KnuEJSRCHmGAnbTTfOjPiuzucVRecxSSLySNKsLlmACFKEZHLHEFHiosUyOlaAIVeulpHYrzSbnSjxLSsbYHjMpkpEBePmYaWWOrzEYUgeLkmCITVJorasKmcLeiOpWTMulTRZBSUoDVRBPcBgpkeEObaRWiQpPFMOIykYJvrcFrRAKDnOesdNgVQgCsgUggoQWoAwWTYqntZYEBmUEboHlfRfAJKfpKDZlIqqyIslvmztYCCMPPFTvmSIOjjnXEmWLJzqOQXdudQoZkIPuYJCHEcnAOdfNzDMCuSJijFYVTbzArXJsgMFPCQuNiAAdmrvOeOlpYeRyPLcGdBnmuQArICpKvFGPsVvaeGMomUTijmeKBdtAmGMzgwhxwVmnTwLrVUNoVbIHTGypkosFfglnWbowyBnfkAMfHxBpvMNzoGcDfGjxEeXRLKxERXfOEjBSAlOnrMNKiDfRpVHzBmEYpbUIhrjAKYufiaCYHArFTthXSMMol,94720534762
34,Sport,provincial,QaShuEwzPuNCZMToVpJninJgpbqDLMgVWjujxMXCZJvhztLhHEKorDoveKLEYGUYdInUnTOpnVyxhNAShpGOuxxKYlyDmadwdrAPpdfXxfAOQWLTxYpSmAzOCiHNCplMSvQGEkTpDFmJXXgVigcmDvteFCUNzUtsKINEodioYFrXAFHAOelZyxEgTbVyAMXviNCAIkNWnoXuXlIEIJVnDJHcSEXkVcHVxrHTKYJwgqKwNjeAxhimfvLyKyjmlkLZWoTCjOfbQpubFumWsiDBzRHrxQPcHxqHZvAfnpvzKgeFAtnFqDLaRyZWYoPMaAwtpegKeRWLvyYIjjDKCyzMTHyCeIlrbJrcKkjGwFaaANNrSQlCPbJIgJuBeOcTsAgdDHoGYMemetYanEWhmPAVivKGtDJXmeKvFaMngeUGFlSdmkMfgBxMIKUsJGxjccmKxSfAMMxzIOoMQmvrYhfKBmlZpjKqLKrkuDuaBlqnMSPmeREPwBVR,24591915840
35,Knowledge,provincial,EQuzOlSwTjDgyBvckkpLRFNGDMFjAKkWelgpNrpvAdkelSTHonbziBItptLlDUoauPbKPCBJbohyVdlTImnvNYFsEYGZHBerZlEtXwBVUNSuDgfNtXhfctiIRiasWRKVUnrpELAeBBiNlLaAdSWWOMszWJcBHNZUQotoKftVkscSnuFsnjnLVpNrwgkDLILCigWnNJpBkVzEoatgEEUjiVfgyiFpyWFjuAyplLiPnekEscQFSjZOMwYipNzNhYevAUNHKOKLWdosQLAVmjtdjFCRupHqqARJsJLrryrvjEAwMJYYEdVtHJZyhgqaUlVfedHBxjYxAUfZhUIlFkwgYSvUjWgpKHxwxHuUwkcJLcthSCYWoyyIHLsGyKvOlVrMoWcKXxWNypPTeyRHMeUPgmvOzTREphtkRXIrvRQgnQEhvCUvskZDgexwwtvUyukdkYPiDVdDppcyrVmpSwLtJUskSYjBGduCcSwxPGNyMYRhZMzuixlU,85809475905
36,Sport,district,RimdjoAAobVPfJxFMoBPNMUjXtcqWXOhEMOkuIRbeiZvyQZVpspQKQWKFpHHncOUUrIvolxLQzcOooluBzmZiaOlJFshTwrGKaSpiiEWKFWFFZvnUsmRtNCvMToZauvnprPtJcKaGLqFBSFbPURvVvpnZQHBwbPGtDzsMVCaVoEULzTmMnzqxLClxdthJblRELKcjFoLbvmUbSGdaBBvapNJChQldtjUqKyfROsMaACnAXTXnqcssuKqptsKqZFEQwoYSTPrNJnTJGhQPDWqqUfGiZZHbkPeerZEqPVahorkgEDBahavRCFaMWuPdRktpfVwzOzquBziFPnNrKrcqxvprjgBhTIjweKagyFTGQnlXVHVDXxAhOyzIEtSiSJRpzQqgcFyixZEpaZsAoizCbGxFkHNwnvWAIlsNphDpNKRBYXKSPlZFubSAUgIeLqEXPYbRfJvHLjdROtLZrcPpfpYXPAhYzvzDYyjNWDcRZVzCdqFtmML,79096710557
37,Sport,national,LpDDxkOtJBGyJiIcvbgNBMfDKeuPypsvOwSblsbYmXVBFpmCpaynpBNntmJUvRbCyZfhxYpJnspjSUfADWAnYlTicvlEBUIsWqTZZjBNTFmYzNupnvUmsDVlSvTXTCWLqLWuUCXISgcLjEYRfImpLbAAkVXzJPwGmmJscpXLZiUwEXKTCENBZLttWvijbVVenaRXQzBKiHrNGZOErhuFmRiySXeFBMFkuDLyzUkdOvshNGZRUAVAHkEIwVoUPtsyonUXKVsQVqgIobETJYjrklBQvtyeQuenuXgMfrBsAghpWsmhXyVXsuXvurOjwVgJHGAMgNXzGIecgNdjauZWivVxQvyTtldfKSXZGukjgPlbKLMtNmdZAhuicSNEBzvTDUICEurZeMhZrVjzTdLMXcUJJoHxNgcSsxhDKgjNdLCDEtnzwBrbCRiJJDaQdMVVQKWaInGjeJvWtjHADZoeUyQFbsGMESIbhoKYRYUOQzFlqGeEBqNd,63219168473
38,Sport,provincial,MNerfXoldnedMbMgJfgSBNWmJczHyrHVjaizcyrtBuTVbkPjgQuUGdnawpGlhWaUhmwREEHUiDfJqEGZjvqATKSPyqArHqPeKDfpauLkokNtFLadBLIlQYTxsaIUyJYEwyznxlaENnrGJjCDZPFQlQKMxBHyPLUsvHuIGwjSyGlKGVktqeGKgQdCkfhxGnzMGCFxUoHUTHMVpSwtbcXbpZSFFgANCDCOxKbSfxzMPrhbwtTwlTbgFfnnIHlVlnqKPpLeogkSQkwHdFdkwGJogDYFFTOFNrXUyJlVdetleTTTynPbmZAqbHCTQCSkRQvJgBNeHnrOfiPTGfQRtZSmALGuSeEvbOXvAVLyvNLaSStrMehXcbeTuMaNRXRssqoUPWscTKlGtfLZusNXjABeXzAokJYBNVVDUZTQSYpSFQXhTGLaWMiiBZxMAOghpqpKxALAxgXvExDluhMWYHutVucHKxSRlsKaCHijdLQubyglqyQdTwEM,25801585054
39,Voluntary work,provincial,AQoISmssdAFfhwlGciXCMHLxIiMJFpUNfbhabjzgzUJSJkdHgTDcJjtvhnTmQujRphzkHXBWjZSqGWAlufxAmpgzBaazVAKbzwfMVEfFDCVIjLceCEnVoHYtBGVNswxbxguMBkhVgXHuUISmKIDooQZQjJQXIlBnrSdADXmnvyyvkRPCJerocRNVjdJUJbazoCJmqLTjJnQrFvAOdmEUnspbiWtfrcVSQZBOZAbtbsoWAzscBHaryCiTtqjVicmgRCNtNNYRbwdKiWIEwzTexXdtZCSvhtQSmUNZvsmwaJOSgJgvVPpoNksoxaRcRdGQaUdZCdmEpohzlwjaKXCiZewDVpVwTGChBMYpyeEGAbzMoOeTssGDPjjlihtviYfbsSQstjvQCakyjqeuyCWRsZDAqPnDCvzagxqyDtAeofwuSCiKOnbXULgQXRWvyHijIKDtvyYXVLDrWxpuGGmCePQOQmfYVRIjoCrUEuoNZBQlIpDrlxbh,25721811470
40,Sport,district,NtDXCDelTavUpyuVPkhjZNoCZAUWoHBmTAiBwbgVDjpbvxueQohbFBdgwnAmJvzTYgTMnDZjNSbYSPzoZfdLrGGyNANdpcFAoxbpfOIFHPAGGqyKVGnjNVHweYRHzSLFVsiOxpmDylZQecmWCxdJvlKJXbOCrPeJlfjniOOshpsHWBWKsMnIOWINVNGLkFKCzDMhEfYoVtQFPMVJugmgkQkyLVfBzeZPVCnbJBbDgYavzYTMZPpfkWuAkakUVSQTyCxHkyTmxDUwjMSrYlwxNIbhRuJbfzutmInTBMQlNKlrqiTSVwIAsUFVxyutWWObrsAdIVMLHPyTBqyDgzJkeQaSbEJOFghxkoGxfGFOlIGZmwZCaXbWsywckemuUaEuNGzqbIJJvMbuTnAEsQapObhnUKnUyfFRCDCfAGBXeUgWUTsvXTnNfXFSgTevFfucUHznKUeEsnUdonxverNtjUsNRFccbtyvnHxOacMZqpWrtWvpjpyv,69657786047
41,Sport,provincial,NOufkdrVKRnAroxjZLiSHHKtLQrXirxWBprpiatlIEnNDGZpbGfBgElsotbCwoHqKRqiWtODuWGzITpIOxCdCmPVhDCoKbYynoTHkzBcprXfrPGqbmsFttNGFtnyJKqEXxYkrzuseFTHVSYIFLgdxbaMarMPAgmlzUPlDISXwzKyDYmfVJJkKSYMCqYYLpjYVrlXFBqrUEPNAKdoPDbZKjOumMiZpBSlqMDDMXLVXTlRwwkTQQkqlIQwytlDGbPeRmhNfzpufbbsWbVGbNwopKUJDIhRTHPUWquvNIEETbiasCuYMLonEcpLzuanpImqDuNtQlSqrGFjoYcbllPQbogoBWdBZExyOzTzyDwytXzUviMPvmLczeMrCvsIsODzWhvMrGpPJgaxZpoEoxtvYCrmIPVXdCEfblsUIWifHlFSrDdxMOwkfeEhZcrNjbqzaMQkFOflGaZyycGASmCigWGCrkdPTmnYUKcvvLtEKIewtBhYdZvH,63990453532
42,Knowledge,district,ngWlLbFsGUgqoBVxcpMUvNMGwqGEnchxOwNatfACQnjeecFMUTkqkriXAstEkYYaTmZFzNTFbZwFByBWNVDmjrvpXgHBJORvCrHFnQzRZLYgAPEmcqMQmuoSOqyOQVxbvcgHgGBvPgEgawPSzwpKiYEUiBvRgFkWqDgtHoZvNalIHNfjXKbZXghPbzgDfPEFBjzzQZAqjuZzuNnjNYBZjYxCeiTIXrYVKjOaorsXhDksdDZZWfJpGjTacOMzkFQBECCbrXHAanMTVLINMtzirorUXHmMVYIMOvvXMBCXYtTZLBvwlLlcPJqsirLqHppREdbIzdWtLfOaMXWUIfyshVlEktavVQnTKanhAXisUXXMCzQdxAyabfMxRVssZvJinHufbwYUbqnBrNmAAHAPFScsjmoJJZRIxqlsXQYtGljuLmqOdPofSfvGaGiuIxafLyqclSOdTXvAFJZZEzdIOnkJQrJyDKXjISjnUnWtpUUubFEfBBTo,75599422012
43,Voluntary work,provincial,QVGjzYCHvIwHmlISfcCmJjnFWfTwSXpWoFRhiAHHdqDllQBmDrMqFMNEefmKbKkAeEaxbFcqhOxrGGPdmtVqtbQyLSHQKZPGWzfZFHbqgJDAaYxKJQmynCBBgVuhnpUOasgsPklXtEYqPgdZiLPiBphkCXTperESdTJgtRPoNkqarkfWZCeeTNSzoYxjinqrrdCWIvwZFdOlIuRrIyxTRhADGLkCFCsVXcTbYMIfUGIYbhBmpFsdZrmVjWatbrDerQrOmArmwXZQTdaYPRlwzOqYYPtIbSGUcwJLZvEOhFnbKNAKonNoxAxqApGKHhlcpimVRGJjtkfiuwDPmvDWfudOZDQsSeGxJLWUqhZOyTJgKnlMtvpGlxvZXXcYwlaBCywdicKRkvAJZtLPFQzPABwVhjsFkBroPpzvsyiKHDmDiTSiqydQyMRltfEsfawxHdqplgJphvlrSaxczLUUojDzKXIBoPIbGkYeYSojtIahrzlWgxRj,54466309777
44,Sport,district,FZsTchJRCgiWOfIyYWAJaqoAWcVHJmZzclQQfxipBsGioMTYjnkVfdZLQqlyMuesYKRddJFmzhbHIIHgTqdBZvNxtmolmSsclnWVVpraSVzDKQrBvUnukqgDhYoQkfjnuYiNPXawYpauZUHNWUrnxorUAywqDHRpnilGmMpxICVmKTHvhUPHmfljnhJwnBjIbbkmZHOmyOOsYtUIkvpEzFWDwyQfJVXsuFAaXiMSlwPQTvexKDuAbjdnVOItkiWlhkqvoZDgZEyMAMZibCffuDGGfyVHIrHqKyuHhPANleizhHqBbtdCSvexUJExyjiyNllfoyfsOHOcbjkAemhIZWVkWLEkEGdETLaHKXdtYFtgqUoVaBtIwQcHWGvmBxLwDChPtngMRiyyjvRSyTAkMjBDxzZyDyHoEFbTmevOMnOpnzvTpocmAdyZqvzrkfLnuQatjoegjNcwYFhqGLKeyZRrZozmFWwLZiYCefwVEhBnraxkpRPX,61054349985
45,Knowledge,provincial,idyqfqfmtvSOVCPULBDqDAsZsLuCdxcZAqQHkkeimZRiqoKwDYJlcONUWCqzybLYntmcdmKWBToZfyPYLJXVEcpVUQuOZblkbgxUZmQQGsEYrgTxLxUYJmMGtknzqRjpHWhIYdAcanDwlXWIBttYNnERHJgixhIAPBCzDKJlJOtkNxvMYxbihioWBpiPfdAMGJWlxifNHkMNElefWGXzkhWzHTjmMzQkEmmGSxuLOJgJcUJQGrEfFCsISbKhGhreyQLGvoDAJpchlWUwZMpNqaiZRstkqsSkZiyyIFlQgACaAARoljQSJpPxJcFDGwcmXgjXfmWbsQFlJAHmVPezlPuXXCrjTeFBcKmEHxiXiFwitHNMvGnuASaLgqHTWrjsYLyBFvQDTDVbecftVbdPbMLAhMPZoKIGrwvJKwqEXgJXbChgXsDhprnQLFiYKBUrmWueNILAkuqTlsbqJhEWwMPyEOpfdLTUuCkAByADELNlbVfofwkz,52526116649
46,Sport,provincial,XzrsNFHZpGSQFHlCFfMXLKjQTlPjYrVMUetDvfegaaMtcaBxPLuIhkeXDLnSeElBzPXVhhWucPYpQjqSWtGaMHCHioZvoatBZQMeEUQKyBDgoSJSlSxsTOtsjaiYSVMmxaVDeFPZyKdhcuvdKbRUXVyeEwREdSJTHkZrcMPeUDIqPSoEqGHjkTqicBbTcHdJhFWCswXqGtMxvHmxGqqxShqOisyFGFaOkxdHnVqhRFrVZeSXhZUtyZinfuspLSBztXZloFGsMtYEmBYftFxxbhZaBWkxmyQLDUpvqcevVyOJSQUhKZfSpiWAbZccGXfAJhIIzmWHvbNdaODwJgLTujxoyhmhxrLbrSRjMMkviitdlXjQBhAmnjaVvQMMCmmGewjCcYLIkPRfZaWVQvembNzrXtXNQVVyTPRqJllwrBFRqnMjximGxcrxLKBBlZrpQtSweYrRqhcbFBPVWPQnqxVqMaNoUNVWzpQqSCMBhlfkvihmLcqK,69473432643
47,Sport,district,eVUtSfcRVEwiGvdNqrwfUkoDhHHQXFGuheLYILWWKyalHVytxODVKnGxwwqRQYMEESdmtCcfAiUJVtHkAIjXOAswEkXVwdnohzeCPGWjTuqviPeUyiREGpKueqMrIJLvZnogvbibcFhOBmnwYZjGPLEMkRnyYMqiOBYPyJbpkfYSNwwMMhcqzjoTMESLCfMfyymmhAmPTkzlDRguRdAjPHZPWwuQYrtRFxyCmTsrYRGBUvmipnuhImAAetKGIWmLbVRGhagbMdwdbGwcCnHpqPTDEdiFCvpPBndvHAQhrPiUZCgWbOvajvtLkxhHmJjmIjIWQBIyvRtaDCXuiQEAJkrskPlPvzXyqElBvTCJIFGlqJowuFwbenPmwbPyjdAEkBlhVRjaOwinZOMFSFaIpTTKDcAZwlFJDFxrWAJrsLOWsTTHJIjKVDgwGCkncFOUAFciESCDkfphvwmuFLEOjAcOUaGDebflFoZVuVtVBItQnBPpMLad,87876540913
48,Voluntary work,provincial,KtyCgdytmDeykDXPcFXYRYuMouGrEslKRBSwLDnlznoVdhQHkVVJfuzoZePRYuoJTZVoQdtliqQHsHfmnQRKFcbXRncQrvOIZpmKrREdCVTplsHtcEgdlEabnyLkFUXDEGdGPnxnOEQjVrmvoGuaGQtYzpPDKZXxchNbUaqeLsKhEpVwbofyGUPkksNPwUrPivgNDUEDpwIuYwNUsxemGhjtaUYXXjRJcYODCXzWRKyZDnApFuHNlgnGlDcgvSHwaZdqlmgGRDrnFirFsvHLTJomVLPnxXjXZnCIkgqrLhJQXgUnOYfVepsxIRSKPpIpSVsUEMHsZiSLchhwxFMAMNLbThCAucPGicPMvCugflnLRrLEyOBHgMGuwZPystaMQXCXuqdPVJSIYGttXAblFUmjwOIICRqnDPHsUZWIKQbBDJIhFPdHVqRRbhjLMNqOCpusBItshqNrkGqEKJeWemdAiEgcakANFhKCYSgvDMrvkXffYebq,83731432036
49,Knowledge,district,HInkqnBDglGtROFwkSpuywKJiiJyxWEYuZskZFqKooAcQCPINuXSxLNzYtdivJxAlZffEZrWMLppOXlIdaUtnNvgrHTWKhGCwmHWHvGywZqdvCmpzGkxAGLNGfDTcwyImMgaYIgztuUPBvgcVfiiVnYxMdaQaQaqTGMBWlhqTVdCBJUZpurpldTkbQQmDXmEqNUIcvSPkETqBVsCUskKhzxTgblTLbBqVYJyfSiBJYjrfcVeRTkGasocvjBYoryjWBXftuaNKReTLNuhnSRunEcogjXZeGSgZdwCopLOBirdxXiEINtJlqfoMqCGhZknUqIkhuKNDaDHzzXkoYjVRdDwHOcdQtaMtpxtqOWckDUTaJYhDzUwtCikmnvXfDsoUPzUSLtBmESUDxAySOcolqDgiqxTVcYKcWMpoqfZonjKmaYBNqGsROcZrQNPzEiAMyEFpzLzREwkXKyDlTkSpqQyWeamRQLYskKqgAvOXDQjHKMxXRZU,61218707183
50,Sport,national,hTavaSmCDznAFdnrKCdrGhdZTJWrJtmZyTGKGLFqQKlAnTMBfZVPLohOhoFLFsqxUfegXAKnpBsydtxrYnJakcoEdXWbKkoDdSdwOtTaDAZiVWuvgzIpVsdnvtrbtpUgjPBNcLtLlTTKaSZOvMmMIADMcNeaSJDRGyKlIhUXpSXKAEcTJFtVxsvxKsPETvrwrKcGkNRASdiRaAehULhJRKhldjOeiHgjBJiannbuNgmWYFDvGwWWSgHGSDpRXsVYlSGEUCcnoJSdRUxHZYFOjduCjLuepDEfUrDiaRaggyCXDlLIXJlEAqhulrMVQDCrKbKfkeQtJISwPsQcpkCIXZjyOxOimmGMimiJMqGdqmovMjjpWDAyQIpalrlmfQRDZPfZxZfSygzcdnhEgMqRQNtTXDiPhZrORaOryhjaHyQOxhCVLMilKekRYcabcztIyuQfNdPJUohQhlnQcIJNbioNJyUbWobMuMxwyhYCPlwJLyGnCdMW,26660015553
51,Sport,national,KeoQuHDOfWZyDogMqwWHCafbrMUpKVyndQlWpCRIlCVsicWiXIefEqBMlRbwjoCTnnUpkuOyPNNybdTDemcyyrVztKfaAcuHchSAccOMQAXWbtcTLptxZayhWQPYwTjcZdEybtFmumzdtWeZIWYmCryYUTYwTfhKTfJKJUnhHsOdIimJkUkjrSYDFnCvQaXTayxBdKrElPmsmmjHPqbdbgemMCpIzfoKlIKGBHxHByHMMVhtNesAxLumTUhYNXkFGAqheYCdDDPeOWdtXIrnawSGJfKgTVqvfYImYkQKJDUeUnjPqVivqBqAMtRsUmhSDitEiUJaMlZHWogqJZoUJhxNakoedNQGWRlqRtDHYgoqjcfwBLKkvUkaUmENcwdZMckQmPJcenCbJbxZySMDiUwQAvJITicvJjAHdvLIhWQMpJXIOdrzZvwsrkpcIZgEqPUJEeiQwymFDMtMwYdHuQDgNieqoTNhZbskmaZkLfRjYkfglcze,23392353791
52,Sport,district,hChBLsDncZqNeQOFomZekXSJphHwroGHBkzlwYJkXfEEBXRRklrKhXxTaLPbxOuKpTXHIiOZuCteLWGChLpLTzWjZKfrbCEQmAHzyfNWcZLKJyLGzBEViIPwsUZtajdoGBylhBGWiPZKfueyfcPzcLEUADaPauruzYozihwksBzkkRPnFSkpGIeCkAexHoQdIHfAdAWsUWgWruyoUrhFXNwhQvuEZiGAaxsYaZktTGnQLyrCGfCvkIqirOjNjunoobTfwXLCKRNJNXsoDUSToFSuXadFLPKsvtOYVnmPyCxUtVlaPgLworfvRSUEPzqaPOuoNTVWtNwlRoJbDzIQIhpGBLjdqJrXKqjqCZgYitEOKzYqGlbUWdMeddcnEBcbJKjUGHZUuorYfOCNWACBxWKdHxrLLlRwEJfCMOHCOXVZVoFvDSJjuLypPELALOeJqQkwuPRTYQdkrURBbGQRUtmKdMYPMwzhtzMLiQoUCzeGsIMIECQd,28702597028
53,Voluntary work,district,gTcfYrTgAmLWbTamRvoiHDgHVKBhlZqRnBbKzYbCxXCTICMbXvssimjgpodzoOOAIgMuPTxoqxakHQvHmsnTScDctEspyzvvSVRmAvmuKGgVIhdpJDWSFVoGyduznUBThuQLrQRMbaHQKPXDszffjLyFVDrGXDDZvbPqTUSUiCmjKphORCJZiFKDRYrTQMFCLOpDhKNslUufypbGFrZZsRxXBNaLnJQIJEWEzjmEboQGtdagdZcdVTcOOHkfGlecukGYuQKNPfFVGjnvsyTmaqQbiGPWNrMKzNhAhhLWRGfYhfVoUYQYMtxdBphWbuIZdiqsIyTjDDDpPoQmnNHHkxdkOUpGJtSIjGQKuyuCkZquGMPCHvdsveIyneaJhAUNTiRxVNlYfSfSvlYdrpoqGJAXfMcOzqHjGvJkeGjxnrYDnSLFEDiFRxKnfoADlIBRuMrbCthUtaBiZTTmwJfibZlPUYcOKuoRuQcYTAmvaWtelLaAeZOo,22041055010
54,Voluntary work,district,EJhoRFPYOIufKjznQFzsdUNFzgBWDayGvNdgYKCZEoAsqUetsnkjAxlpLmzjfywVsQefVXTvpHuPWpepCrAgsTfkUNWcMhNnLvTxstFZuUpmHyreZZNMcwudzGVGooRXoEsmRxEsDkiQBRVekbhygQbjHOUynhNXpvCWZwOtcBRuBFRrWqhPmZSQwPiLwuQPCqyqGVMACtogyaGQITDcYCYlNPjcbmcBQViRyVmjolsrFgnMUNdSPkHVERdMxvXKUHCsCyOPqRelruAhatFtDgXMWoVosuRjRkqykixdWZWPqOrHqcnPSQlowglZuEflDPypQVHQZGcGpnjHAQpUqlxfrGLrCdTuhiFABidtnnUcFfkatrrOaSazMRxFbcsCEMxZftWgLYPYyYdbeRjPEkkuOOhIZXdqxhEhcbmdpWKUEIdkfQuEeppjpzjfnQwFTcwdDwFnHBKkWounctpHJOjbcyNKzTNeaVRdmPzwrmCRsrmBdVrF,79029172386
55,Voluntary work,national,mxKQpOmdxFUkIYNWUVmRUBlwZrKlphOMiFzBSHewEFYeTHkYQTbLsJwAGGMfgqBBwFQVBanGNclJgcGQZLhRMlTQMpDigUwuREDnKrMeMnKgeTbvxmiPlqSfnakRhQvgWnunZsolwKIpwFscxmuBBmOdUvoDMsuFqRwNaKzekCjREnANcLWDTnfowfTMeLkBUJPlQVTmpYePXxsWyvmRgHHJYvGkrJTpZxnWnOGcyuWCylJcMLXmPlmHXHcNuVbLrKonmkAyWAPtMKelvQnCUeyuXEdOBIDtajhbThmjIhjhjGDEsUMPNdcAtunNGFagXXxwtsZYiYlBGeWdCqarpthlCAAsUMkVUSgyzilTUUBgXZqqnWwlXQJTfccMbaENxkBGpyWMHWLeZoRyZTWTXyoUcIYfSdKHGumsyefStggqxvjQZZWPsTAFVTKrQrVMbrPZzztIvVPkwBHijswTUjyFEOaebCgJrDZgiWuPapHJqITzNbVq,87287647946
56,Sport,provincial,qWUVVRlfRLCkipwtvzrUCcMAnDBUPBGcSoKTGQOmklVppxVDLnuvWUxvTyGkmEaFwclYxMMQeFqKQiOblpQuAzhdexpWMBXkgTNUWprnPyvnIPPLkCtAccyhQEavtNPBaVjHRqfYWUIWLRBijQznzPLfbbDrVEsyaDWtsoeAvQDPpZJvPqIXAMHkRYEuBHdXZinkMjRxnstBGXfgrLnfCvlgBxRToKdxQDPRyzHvfhtXAwEfjiqKhBSzRndrfGhiHLuUIPAQHNxsXVxPDWwBDHwkXBcUlpKHFocmhvmPuHtsMKMeTAdpIeRDPwFsFOylejYPLzQIGtDVuWGJWtKHhhYgAiiDHDxFXLHHIXeLbJHUxdKBUSUeMfsVaJFjsGkefZuXUKwaVPAAqweRSUVpYkTRxkYmvosKVstfRFbRFOXoUxhqQGEMGpJxOgovbRpHnBkyryouYhJevvHODEMawqOWRUJHXpWZYCODIYZONZvZWLYFPkpZ,68086869825
57,Knowledge,provincial,XNyzUNRtluOclvoQbluhaCSJzqKIilTaQRuBFgoJNzRYqbPEQIAudEHHBZEDnoXUJjbZFvMaTrXcQHPdNJPeiJsTHPNgYdxnJTgnuhuDtbosgXjdDRzBFBPeeIsAgRtkXYnJtGSuEtYtwtrjuugZPKHPHSdScTUFwrhXghkNaRuGMFRIvPPALqKNslYTtWnMzPYGDSIZZgxCnQvfVmGkWLLYWLaOMRhvouvtwDqVklnPpycrXwemQWUReGboJkpuiVdpfBIzTcqAcjIKtIwjJXTjtAaWQbVLlYEmzqXqaaNybjchAjasWbvGrHmUrbIkbRTLhvyFSKkDvYQBrBgKLzbERoXsqASjAIEChiujlsCqnPWTMQUoLOwvsCkXcUeejrfxelJRdlZXVtrOCyjBqguVnsJRDjsXNAhIKaiGtUnFLYyTnpVvNJSUYcSvcaVWewohsrKlnxnEZoeJUCBaODJFnzkmGCEyThbFkUNuTkdzalfXQHWz,14849367435
58,Voluntary work,district,weOZBwzvfDhuslRCDlBCnNamykYCTtwlbOqqJZzXFASTGwiGEhYRVsxspUJiUijHOGEwQhWCKjLsFvnVGyQQiJmpBvNTEnFwelkotPqtjiuJogjNTZxOSCnLbFIYOQzSLjIHUvCImzAghKCJkoEWWiIslZFTsTwRxdEDEKMRjkZcHcGbNopiSYENzlaQFDqpDXAeWRLODeyfuqjvIuGrcQWMCHkttyvTnuBdPeWizTxqVLfqQwyEjQRqGFsjMizzqpBbwolZzzCsMfLRkDryLZxpKncuupwfYjwsiaCiysDeSKnWdzdACUDbhefUzZxfmHQmNlwatzECoNyPvzAZkZzAeGksjhOGtJKyeQmZagFTHoBHBidNjVzgWQSPWZCMCojlikwGtIWeEFECuDIqvSZqlDBsZhgjMeiYeNdFxXonctFlFNPSpuJmRdkbehGlPKYYLRUuRMpBalAhHeUuOvcIdcNNmsaFsqYtyMXigHDgWnIPVyaP,72731996034
